C�digo;Descri��o;Fornecedor;Nome do fornecedor;Departamento;Descri��o do departamento;Se��o;Descri��o da se��o;Marca;Marca;Categoria;Nome da categoria;Tipo de mercadoria;Embalagem;Qtde unit.embalagem(Venda);Qtde embalagem master(Compra);Peso l�quido (Kg);NCM + Exce��o;Descri��o;NCM;Exce��o da TIPI;GTIN Unid.Venda;GTIN Unid.Master;GTIN Unid. Tribut�vel;Unidade Venda [EAN8, UPC12, EAN13, e DUN14];Unidade Master [EAN8, UPC12, EAN13, e DUN14];EAN Unid. Tribut�vel;C�d. F�brica;N�mero original;C�d. prod. principal;Descri��o do produto;Envia informa��es t�cnicas para NF-e;Fora de linha;Sub-Categoria;Nome da subcategoria;Data Exclus�o;Dt.Cadastro;% Representante;M�ltiplo compras;Qtd min. de compra embalagem do fornecedor;Sugerir pre�o de venda baseado;C�digo filial;Raz�o Social;Utiliza licen�a de importa��o;Descricao;Controlado pelo IBAMA;Verificar ramo de atividade para c�lculo do ST;Classe comiss�o;%Comiss�o Int.;Unidade Tribut�vel;Descri��o da unidade;Cesta B�sica - Legisla��o;Fator Convers�o Tribut�vel;Fator Convers�o Tribut�vel Ex;C�digo de agrega��o;C�digo interno;Utiliza o c�digo de agrega��o;Distribui��o;Descri��o do distribuidor;Classe Terap�utica;Codigo da sazonalidade;C�digo no SIMPRO;Grupo de Faturamento;Descri��o do principio ativo;Princ�pio ativo 2;Tipo embalagem Unilever;Tipo integra��o B2B;Url do produto; 
6067;DOCILE BALA REG AQUARELA CANUDINHO 70G;668;DOCILE NORDESTE - INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTIC;10000;ALIMENTOS;16500;DOCES DOCILE;196;DOCILE;16501;BALAS E GOMA DOCILE;L;PC;1;12;0,07;17049020.1;BALAS E CARAMELOS;17049020;;14;14;;7,89645E+12;1,78965E+13;;80753;;2473;DOCILE BALA GELATINES DENTE VAMPIRO 80GR;N;  ;;;;29/07/2024;3;;;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
6068;DOCILE BALA CANUDINHO JUMBO BITE 70GR;668;DOCILE NORDESTE - INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTIC;10000;ALIMENTOS;16500;DOCES DOCILE;196;DOCILE;16501;BALAS E GOMA DOCILE;L;PC;1;12;0,07;17049020.1;BALAS E CARAMELOS;17049020;;13;14;;7,89645E+12;1,78965E+13;;80811;;2473;DOCILE BALA GELATINES DENTE VAMPIRO 80GR;N;  ;;;;29/07/2024;3;;;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
6069;ITAMARATY LOOK STICK WAFER MORANGO 55G;1178;ITAMARATY INDUSTRIA E COMERCIO S/A;10000;ALIMENTOS;18000;ALIMENTOS DIVERSOS;209;LOOK;180001;ALIMENTOS DIVERSOS;L;UN;1;20;0,055;19053200.;#WAFFLES# E #WAFERS#;19053200;;13;14;;7,89134E+12;2,78913E+13;;7266;;6069;ITAMARATY LOOK STICK WAFER MORANGO 55G;N;  ;;;;06/08/2024;;;;0;;;N;;N;N;;;;;N;;;;;N;;;;;;;;;;;;
6070;ITAMARATY LOOK STICK WAFER ATREVIDOS 55G;1178;ITAMARATY INDUSTRIA E COMERCIO S/A;10000;ALIMENTOS;18000;ALIMENTOS DIVERSOS;209;LOOK;180001;ALIMENTOS DIVERSOS;L;UN;1;20;0,055;19053200.;#WAFFLES# E #WAFERS#;19053200;;13;14;;7,89134E+12;2,78913E+13;;7261;;6069;ITAMARATY LOOK STICK WAFER MORANGO 55G;N;  ;;;;06/08/2024;;;;0;;;N;;N;N;;;;;N;;;;;N;;;;;;;;;;;;
6071;ITAMARATY LOOK STICK WAFER COOK CREA 55G;1178;ITAMARATY INDUSTRIA E COMERCIO S/A;10000;ALIMENTOS;18000;ALIMENTOS DIVERSOS;209;LOOK;180001;ALIMENTOS DIVERSOS;L;UN;1;20;0,055;19053200.;#WAFFLES# E #WAFERS#;19053200;;13;14;;7,89134E+12;1,78913E+13;;10656;;6069;ITAMARATY LOOK STICK WAFER MORANGO 55G;N;  ;;;;06/08/2024;;;;0;;;N;;N;N;;;;;N;;;;;N;;;;;;;;;;;;
6072;ITAMARATY LOOK STICK WAFER NAPOLITAN 55G;1178;ITAMARATY INDUSTRIA E COMERCIO S/A;10000;ALIMENTOS;18000;ALIMENTOS DIVERSOS;209;LOOK;180001;ALIMENTOS DIVERSOS;L;UN;1;20;0,055;19053200.;#WAFFLES# E #WAFERS#;19053200;;13;14;;7,89134E+12;1,78913E+13;;10531;;6069;ITAMARATY LOOK STICK WAFER MORANGO 55G;N;  ;;;;06/08/2024;;;;0;;;N;;N;N;;;;;N;;;;;N;;;;;;;;;;;;
6073;ITAMARATY LOOK STICK WAFER CHOCOLATE 55G;1178;ITAMARATY INDUSTRIA E COMERCIO S/A;10000;ALIMENTOS;18000;ALIMENTOS DIVERSOS;209;LOOK;180001;ALIMENTOS DIVERSOS;L;UN;1;20;0,055;19053200.;#WAFFLES# E #WAFERS#;19053200;;13;14;;7,89134E+12;2,78913E+13;;7267;;6069;ITAMARATY LOOK STICK WAFER MORANGO 55G;N;  ;;;;06/08/2024;;;;0;;;N;;N;N;;;;;N;;;;;N;;;;;;;;;;;;
6074;ITAMARATY LOOK STICK WAFER BRIGADEIR 55G;1178;ITAMARATY INDUSTRIA E COMERCIO S/A;10000;ALIMENTOS;18000;ALIMENTOS DIVERSOS;209;LOOK;180001;ALIMENTOS DIVERSOS;L;UN;1;20;0,055;19053200.;#WAFFLES# E #WAFERS#;19053200;;13;14;;7,89134E+12;1,78913E+13;;10793;;6069;ITAMARATY LOOK STICK WAFER MORANGO 55G;N;  ;;;;06/08/2024;;;;0;;;N;;N;N;;;;;N;;;;;N;;;;;;;;;;;;
6075;ITAMARATY LOOK STICK WAFER FLO NEGRA 55G;1178;ITAMARATY INDUSTRIA E COMERCIO S/A;10000;ALIMENTOS;18000;ALIMENTOS DIVERSOS;209;LOOK;180001;ALIMENTOS DIVERSOS;L;UN;1;20;0,055;19053200.;#WAFFLES# E #WAFERS#;19053200;;13;14;;7,89134E+12;2,78913E+13;;7263;;6069;ITAMARATY LOOK STICK WAFER MORANGO 55G;N;  ;;;;06/08/2024;;;;0;;;N;;N;N;;;;;N;;;;;N;;;;;;;;;;;;
6076;ITAMARATY LOOK STICK WAFER DOCE LEIT 55G;1178;ITAMARATY INDUSTRIA E COMERCIO S/A;10000;ALIMENTOS;18000;ALIMENTOS DIVERSOS;209;LOOK;180001;ALIMENTOS DIVERSOS;L;UN;1;20;0,055;19053200.;#WAFFLES# E #WAFERS#;19053200;;13;14;;7,89134E+12;2,78913E+13;;7265;;6069;ITAMARATY LOOK STICK WAFER MORANGO 55G;N;  ;;;;06/08/2024;;;;0;;;N;;N;N;;;;;N;;;;;N;;;;;;;;;;;;
6077;ITAMARATY LOOK MAIS WAFER BRIGADEIRO 23G;1178;ITAMARATY INDUSTRIA E COMERCIO S/A;10000;ALIMENTOS;18000;ALIMENTOS DIVERSOS;209;LOOK;180001;ALIMENTOS DIVERSOS;L;DP;1;6;0,46;19053200.;#WAFFLES# E #WAFERS#;19053200;;14;14;;1,78913E+13;2,78913E+13;;10620;;6077;ITAMARATY LOOK MAIS WAFER BRIGADEIRO 23G;N;  ;;;;06/08/2024;;;;0;;;N;;N;N;;;;;N;;;;;N;;;;;;;;;;;;
6078;ITAMARATY LOOK MAIS WAFER FESTA 23G;1178;ITAMARATY INDUSTRIA E COMERCIO S/A;10000;ALIMENTOS;18000;ALIMENTOS DIVERSOS;209;LOOK;180001;ALIMENTOS DIVERSOS;L;DP;1;6;0,46;19053200.;#WAFFLES# E #WAFERS#;19053200;;14;14;;1,78913E+13;2,78913E+13;;10623;;6077;ITAMARATY LOOK MAIS WAFER BRIGADEIRO 23G;N;  ;;;;06/08/2024;;;;0;;;N;;N;N;;;;;N;;;;;N;;;;;;;;;;;;
6079;ITAMARATY LOOK MAIS WAFER CHOC BRANC 20G;1178;ITAMARATY INDUSTRIA E COMERCIO S/A;10000;ALIMENTOS;18000;ALIMENTOS DIVERSOS;209;LOOK;180001;ALIMENTOS DIVERSOS;L;DP;1;6;0,4;19053200.;#WAFFLES# E #WAFERS#;19053200;;14;14;;1,78913E+13;2,78913E+13;;10617;;6077;ITAMARATY LOOK MAIS WAFER BRIGADEIRO 23G;N;  ;;;;06/08/2024;;;;0;;;N;;N;N;;;;;N;;;;;N;;;;;;;;;;;;
6080;ITAMARATY LOOK MAIS WAFER MORANGO 20G;1178;ITAMARATY INDUSTRIA E COMERCIO S/A;10000;ALIMENTOS;18000;ALIMENTOS DIVERSOS;209;LOOK;180001;ALIMENTOS DIVERSOS;L;DP;1;6;0,4;19053200.;#WAFFLES# E #WAFERS#;19053200;;14;14;;1,78913E+13;2,78913E+13;;10614;;6077;ITAMARATY LOOK MAIS WAFER BRIGADEIRO 23G;N;  ;;;;06/08/2024;;;;0;;;N;;N;N;;;;;N;;;;;N;;;;;;;;;;;;
6081;ITAMARATY LOOK MAIS WAFER CHOCOLATE 20G;1178;ITAMARATY INDUSTRIA E COMERCIO S/A;10000;ALIMENTOS;18000;ALIMENTOS DIVERSOS;209;LOOK;180001;ALIMENTOS DIVERSOS;L;DP;1;6;0,4;19053200.;#WAFFLES# E #WAFERS#;19053200;;14;14;;1,78913E+13;2,78913E+13;;10611;;6077;ITAMARATY LOOK MAIS WAFER BRIGADEIRO 23G;N;  ;;;;06/08/2024;;;;0;;;N;;N;N;;;;;N;;;;;N;;;;;;;;;;;;
6082;ITAMARATY ATREVIDOS RECH CHOC BRANCO 90G;1178;ITAMARATY INDUSTRIA E COMERCIO S/A;10000;ALIMENTOS;18000;ALIMENTOS DIVERSOS;209;LOOK;180001;ALIMENTOS DIVERSOS;L;UN;1;30;0,09;19053100.;BOLACHAS/BISC.ADICIONADOS DE EDULCORANTES;19053100;;13;14;;7,89134E+12;1,78913E+13;;10586;;6082;ITAMARATY ATREVIDOS RECH CHOC BRANCO 90G;N;  ;;;;06/08/2024;;;;0;;;N;;N;N;;;;;N;;;;;N;;;;;;;;;;;;
6083;ITAMARATY ATREVIDOS RECH NAPOLITANO 90G;1178;ITAMARATY INDUSTRIA E COMERCIO S/A;10000;ALIMENTOS;18000;ALIMENTOS DIVERSOS;209;LOOK;180001;ALIMENTOS DIVERSOS;L;UN;1;30;0,09;19053100.;BOLACHAS/BISC.ADICIONADOS DE EDULCORANTES;19053100;;13;14;;7,89134E+12;1,78913E+13;;10588;;6082;ITAMARATY ATREVIDOS RECH CHOC BRANCO 90G;N;  ;;;;06/08/2024;;;;0;;;N;;N;N;;;;;N;;;;;N;;;;;;;;;;;;
6084;ITAMARATY ATREVIDOS RECH BRIGADEIRO 90G;1178;ITAMARATY INDUSTRIA E COMERCIO S/A;10000;ALIMENTOS;18000;ALIMENTOS DIVERSOS;209;LOOK;180001;ALIMENTOS DIVERSOS;L;UN;1;30;0,09;19053100.;BOLACHAS/BISC.ADICIONADOS DE EDULCORANTES;19053100;;13;14;;7,89134E+12;1,78913E+13;;10584;;6082;ITAMARATY ATREVIDOS RECH CHOC BRANCO 90G;N;  ;;;;06/08/2024;;;;0;;;N;;N;N;;;;;N;;;;;N;;;;;;;;;;;;
6085;ITAMARATY SPANTOOO CHOCOLATE 80G;1178;ITAMARATY INDUSTRIA E COMERCIO S/A;10000;ALIMENTOS;18000;ALIMENTOS DIVERSOS;209;LOOK;180001;ALIMENTOS DIVERSOS;L;UN;1;30;0,08;19053100.;BOLACHAS/BISC.ADICIONADOS DE EDULCORANTES;19053100;;13;14;;7,89134E+12;1,78913E+13;;10672;;6085;ITAMARATY SPANTOOO CHOCOLATE 80G;N;  ;;;;07/08/2024;;;;0;;;N;;N;N;;;;;N;;;;;N;;;;;;;;;;;;
6086;ITAMARATY SPANTOOO CHOC BRANCO 80G;1178;ITAMARATY INDUSTRIA E COMERCIO S/A;10000;ALIMENTOS;18000;ALIMENTOS DIVERSOS;209;LOOK;180001;ALIMENTOS DIVERSOS;L;UN;1;30;0,08;19053100.;BOLACHAS/BISC.ADICIONADOS DE EDULCORANTES;19053100;;13;14;;7,89134E+12;1,78913E+13;;10674;;6085;ITAMARATY SPANTOOO CHOCOLATE 80G;N;  ;;;;07/08/2024;;;;0;;;N;;N;N;;;;;N;;;;;N;;;;;;;;;;;;
6087;ITAMARATY SPANTOOO MORANGO 80G;1178;ITAMARATY INDUSTRIA E COMERCIO S/A;10000;ALIMENTOS;18000;ALIMENTOS DIVERSOS;209;LOOK;180001;ALIMENTOS DIVERSOS;L;UN;1;30;0,08;19053100.;BOLACHAS/BISC.ADICIONADOS DE EDULCORANTES;19053100;;13;14;;7,89134E+12;1,78913E+13;;10676;;6085;ITAMARATY SPANTOOO CHOCOLATE 80G;N;  ;;;;07/08/2024;;;;0;;;N;;N;N;;;;;N;;;;;N;;;;;;;;;;;;
6088;ITAMARATY SPANTOOO MINI CHOC BRANCO 30G;1178;ITAMARATY INDUSTRIA E COMERCIO S/A;10000;ALIMENTOS;18000;ALIMENTOS DIVERSOS;209;LOOK;180001;ALIMENTOS DIVERSOS;L;UN;1;45;0,03;19053100.;BOLACHAS/BISC.ADICIONADOS DE EDULCORANTES;19053100;;13;14;;7,89134E+12;2,78913E+13;;10668;;6088;ITAMARATY SPANTOOO MINI CHOC BRANCO 30G;N;  ;;;;07/08/2024;;;;0;;;N;;N;N;;;;;N;;;;;N;;;;;;;;;;;;
6089;ITAMARATY SPANTOOO MINI CHOCOLATE 30G;1178;ITAMARATY INDUSTRIA E COMERCIO S/A;10000;ALIMENTOS;18000;ALIMENTOS DIVERSOS;209;LOOK;180001;ALIMENTOS DIVERSOS;L;UN;1;45;0,03;19053100.;BOLACHAS/BISC.ADICIONADOS DE EDULCORANTES;19053100;;13;14;;7,89134E+12;2,78913E+13;;10666;;6088;ITAMARATY SPANTOOO MINI CHOC BRANCO 30G;N;  ;;;;07/08/2024;;;;0;;;N;;N;N;;;;;N;;;;;N;;;;;;;;;;;;
6090;ITAMARATY SPANTOOO MINI MORANGO 30G;1178;ITAMARATY INDUSTRIA E COMERCIO S/A;10000;ALIMENTOS;18000;ALIMENTOS DIVERSOS;209;LOOK;180001;ALIMENTOS DIVERSOS;L;UN;1;45;0,03;19053100.;BOLACHAS/BISC.ADICIONADOS DE EDULCORANTES;19053100;;13;14;;7,89134E+12;2,78913E+13;;10670;;6088;ITAMARATY SPANTOOO MINI CHOC BRANCO 30G;N;  ;;;;07/08/2024;;;;0;;;N;;N;N;;;;;N;;;;;N;;;;;;;;;;;;
6091;ITAMARATY BISCOITO RECHEADO LIMAO 115G;1178;ITAMARATY INDUSTRIA E COMERCIO S/A;10000;ALIMENTOS;18000;ALIMENTOS DIVERSOS;209;LOOK;180001;ALIMENTOS DIVERSOS;L;UN;1;30;0,115;19053100.;BOLACHAS/BISC.ADICIONADOS DE EDULCORANTES;19053100;;13;14;;7,89134E+12;1,78913E+13;;10662;;6091;ITAMARATY BISCOITO RECHEADO LIMAO 115G;N;  ;;;;07/08/2024;;;;0;;;N;;N;N;;;;;N;;;;;N;;;;;;;;;;;;
6092;ITAMARATY BISCOITO RECHEADO MORANGO 115G;1178;ITAMARATY INDUSTRIA E COMERCIO S/A;10000;ALIMENTOS;18000;ALIMENTOS DIVERSOS;209;LOOK;180001;ALIMENTOS DIVERSOS;L;UN;1;30;0,115;19053100.;BOLACHAS/BISC.ADICIONADOS DE EDULCORANTES;19053100;;13;14;;7,89134E+12;1,78913E+13;;10660;;6091;ITAMARATY BISCOITO RECHEADO LIMAO 115G;N;  ;;;;07/08/2024;;;;0;;;N;;N;N;;;;;N;;;;;N;;;;;;;;;;;;
6093;ITAMARATY BISCOITO RECHEADO CHOCOLA 115G;1178;ITAMARATY INDUSTRIA E COMERCIO S/A;10000;ALIMENTOS;18000;ALIMENTOS DIVERSOS;209;LOOK;180001;ALIMENTOS DIVERSOS;L;UN;1;30;0,115;19053100.;BOLACHAS/BISC.ADICIONADOS DE EDULCORANTES;19053100;;13;14;;7,89134E+12;1,78913E+13;;10658;;6091;ITAMARATY BISCOITO RECHEADO LIMAO 115G;N;  ;;;;07/08/2024;;;;0;;;N;;N;N;;;;;N;;;;;N;;;;;;;;;;;;
6094;ITAMARATY BISCOITO RECHEADO COOKIES 115G;1178;ITAMARATY INDUSTRIA E COMERCIO S/A;10000;ALIMENTOS;18000;ALIMENTOS DIVERSOS;209;LOOK;180001;ALIMENTOS DIVERSOS;L;UN;1;30;0,115;19053100.;BOLACHAS/BISC.ADICIONADOS DE EDULCORANTES;19053100;;13;14;;7,89134E+12;1,78913E+13;;10664;;6091;ITAMARATY BISCOITO RECHEADO LIMAO 115G;N;  ;;;;07/08/2024;;;;0;;;N;;N;N;;;;;N;;;;;N;;;;;;;;;;;;
6095;ITAMARATY ROSQUINHA CHOCOLATE 310G;1178;ITAMARATY INDUSTRIA E COMERCIO S/A;10000;ALIMENTOS;18000;ALIMENTOS DIVERSOS;209;LOOK;180001;ALIMENTOS DIVERSOS;L;UN;1;10;0,31;19053100.;BOLACHAS/BISC.ADICIONADOS DE EDULCORANTES;19053100;;13;14;;7,89134E+12;1,78913E+13;;6733;;6095;ITAMARATY ROSQUINHA CHOCOLATE 310G;N;  ;;;;07/08/2024;;;;0;;;N;;N;N;;;;;N;;;;;N;;;;;;;;;;;;
6096;ITAMARATY ROSQUINHA LEITE 310G;1178;ITAMARATY INDUSTRIA E COMERCIO S/A;10000;ALIMENTOS;18000;ALIMENTOS DIVERSOS;209;LOOK;180001;ALIMENTOS DIVERSOS;L;UN;1;10;0,31;19053100.;BOLACHAS/BISC.ADICIONADOS DE EDULCORANTES;19053100;;13;14;;7,89134E+12;1,78913E+13;;6731;;6095;ITAMARATY ROSQUINHA CHOCOLATE 310G;N;  ;;;;07/08/2024;;;;0;;;N;;N;N;;;;;N;;;;;N;;;;;;;;;;;;
6097;ITAMARATY ROSQUINHA BANANA C CANELA 310G;1178;ITAMARATY INDUSTRIA E COMERCIO S/A;10000;ALIMENTOS;18000;ALIMENTOS DIVERSOS;209;LOOK;180001;ALIMENTOS DIVERSOS;L;UN;1;10;0,31;19053100.;BOLACHAS/BISC.ADICIONADOS DE EDULCORANTES;19053100;;13;14;;7,89134E+12;1,78913E+13;;10507;;6095;ITAMARATY ROSQUINHA CHOCOLATE 310G;N;  ;;;;07/08/2024;;;;0;;;N;;N;N;;;;;N;;;;;N;;;;;;;;;;;;
6098;ITAMARATY BRIGADEIRO 310G;1178;ITAMARATY INDUSTRIA E COMERCIO S/A;10000;ALIMENTOS;18000;ALIMENTOS DIVERSOS;209;LOOK;180001;ALIMENTOS DIVERSOS;L;UN;1;10;0,31;19053100.;BOLACHAS/BISC.ADICIONADOS DE EDULCORANTES;19053100;;13;14;;7,89134E+12;1,78913E+13;;10511;;6091;ITAMARATY BISCOITO RECHEADO LIMAO 115G;N;  ;;;;07/08/2024;;;;0;;;N;;N;N;;;;;N;;;;;N;;;;;;;;;;;;
6099;ITAMARATY WAFER LIMAO 110G;1178;ITAMARATY INDUSTRIA E COMERCIO S/A;10000;ALIMENTOS;18000;ALIMENTOS DIVERSOS;209;LOOK;180001;ALIMENTOS DIVERSOS;L;UN;1;40;0,11;19053200.;#WAFFLES# E #WAFERS#;19053200;;13;14;;7,89134E+12;4,78913E+13;;8941;;6099;ITAMARATY WAFER LIMAO 110G;N;  ;;;;07/08/2024;;;;0;;;N;;N;N;;;;;N;;;;;N;;;;;;;;;;;;
6100;ITAMARATY WAFER BRIADEIRO 110G;1178;ITAMARATY INDUSTRIA E COMERCIO S/A;10000;ALIMENTOS;18000;ALIMENTOS DIVERSOS;209;LOOK;180001;ALIMENTOS DIVERSOS;L;UN;1;40;0,11;19053200.;#WAFFLES# E #WAFERS#;19053200;;13;14;;7,89134E+12;4,78913E+13;;8926;;6099;ITAMARATY WAFER LIMAO 110G;N;  ;;;;07/08/2024;;;;0;;;N;;N;N;;;;;N;;;;;N;;;;;;;;;;;;
6101;ITAMARATY WAFER CHOCOLATE 110G;1178;ITAMARATY INDUSTRIA E COMERCIO S/A;10000;ALIMENTOS;18000;ALIMENTOS DIVERSOS;209;LOOK;180001;ALIMENTOS DIVERSOS;L;UN;1;40;0,11;19053200.;#WAFFLES# E #WAFERS#;19053200;;13;14;;7,89134E+12;4,78913E+13;;8921;;6099;ITAMARATY WAFER LIMAO 110G;N;  ;;;;07/08/2024;;;;0;;;N;;N;N;;;;;N;;;;;N;;;;;;;;;;;;
6102;ITAMARATY WAFER MORANGO 110G;1178;ITAMARATY INDUSTRIA E COMERCIO S/A;10000;ALIMENTOS;18000;ALIMENTOS DIVERSOS;209;LOOK;180001;ALIMENTOS DIVERSOS;L;UN;1;40;0,11;19053200.;#WAFFLES# E #WAFERS#;19053200;;13;14;;7,89134E+12;4,78913E+13;;8922;;6099;ITAMARATY WAFER LIMAO 110G;N;  ;;;;07/08/2024;;;;0;;;N;;N;N;;;;;N;;;;;N;;;;;;;;;;;;
6103;ITAMARATY WAFER ATREVIDOS NAPOLITANO 80G;1178;ITAMARATY INDUSTRIA E COMERCIO S/A;10000;ALIMENTOS;18000;ALIMENTOS DIVERSOS;209;LOOK;180001;ALIMENTOS DIVERSOS;L;UN;1;50;0,08;19053200.;#WAFFLES# E #WAFERS#;19053200;;13;14;;7,89134E+12;1,78913E+13;;10828;;6103;ITAMARATY WAFER ATREVIDOS NAPOLITANO 80G;N;  ;;;;07/08/2024;;;;0;;;N;;N;N;;;;;N;;;;;N;;;;;;;;;;;;
6104;ITAMARATY WAFER ATREVIDOS BRIGADEIRO 80G;1178;ITAMARATY INDUSTRIA E COMERCIO S/A;10000;ALIMENTOS;18000;ALIMENTOS DIVERSOS;209;LOOK;180001;ALIMENTOS DIVERSOS;L;UN;1;50;0,08;19053200.;#WAFFLES# E #WAFERS#;19053200;;13;14;;7,89134E+12;1,78913E+13;;10827;;6103;ITAMARATY WAFER ATREVIDOS NAPOLITANO 80G;N;  ;;;;07/08/2024;;;;0;;;N;;N;N;;;;;N;;;;;N;;;;;;;;;;;;
6105;ITAMARATY WAFER ATREVIDOS CHOC BRANC 80G;1178;ITAMARATY INDUSTRIA E COMERCIO S/A;10000;ALIMENTOS;18000;ALIMENTOS DIVERSOS;209;LOOK;180001;ALIMENTOS DIVERSOS;L;UN;1;50;0,08;19053200.;#WAFFLES# E #WAFERS#;19053200;;13;14;;7,89134E+12;1,78913E+13;;10826;;6103;ITAMARATY WAFER ATREVIDOS NAPOLITANO 80G;N;  ;;;;07/08/2024;;;;0;;;N;;N;N;;;;;N;;;;;N;;;;;;;;;;;;
6106;ITAMARATY WAFER FLORESTA NEGRA 110G;1178;ITAMARATY INDUSTRIA E COMERCIO S/A;10000;ALIMENTOS;18000;ALIMENTOS DIVERSOS;209;LOOK;180001;ALIMENTOS DIVERSOS;L;UN;1;40;0,11;19053200.;#WAFFLES# E #WAFERS#;19053200;;13;14;;7,89134E+12;4,78913E+13;;8936;;6099;ITAMARATY WAFER LIMAO 110G;N;  ;;;;07/08/2024;;;;0;;;N;;N;N;;;;;N;;;;;N;;;;;;;;;;;;
6107;ITAMARATY WAFER NAPOLITANO 110G;1178;ITAMARATY INDUSTRIA E COMERCIO S/A;10000;ALIMENTOS;18000;ALIMENTOS DIVERSOS;209;LOOK;180001;ALIMENTOS DIVERSOS;L;UN;1;40;0,11;19053200.;#WAFFLES# E #WAFERS#;19053200;;13;14;;7,89134E+12;4,78913E+13;;8935;;6099;ITAMARATY WAFER LIMAO 110G;N;  ;;;;07/08/2024;;;;0;;;N;;N;N;;;;;N;;;;;N;;;;;;;;;;;;
6108;ITAMARATY WAFER SPANTOOO MORANGO 80G;1178;ITAMARATY INDUSTRIA E COMERCIO S/A;10000;ALIMENTOS;18000;ALIMENTOS DIVERSOS;209;LOOK;180001;ALIMENTOS DIVERSOS;L;UN;1;50;0,08;19053200.;#WAFFLES# E #WAFERS#;19053200;;13;14;;7,89134E+12;1,78913E+13;;10800;;6108;ITAMARATY WAFER SPANTOOO MORANGO 80G;N;  ;;;;07/08/2024;;;;0;;;N;;N;N;;;;;N;;;;;N;;;;;;;;;;;;
6109;ITAMARATY WAFER SPANTOOO LIMAO 80G;1178;ITAMARATY INDUSTRIA E COMERCIO S/A;10000;ALIMENTOS;18000;ALIMENTOS DIVERSOS;209;LOOK;180001;ALIMENTOS DIVERSOS;L;UN;1;50;0,08;19053200.;#WAFFLES# E #WAFERS#;19053200;;13;14;;7,89134E+12;1,78913E+13;;10798;;6108;ITAMARATY WAFER SPANTOOO MORANGO 80G;N;  ;;;;07/08/2024;;;;0;;;N;;N;N;;;;;N;;;;;N;;;;;;;;;;;;
6110;ITAMARATY WAFER SPANTOOO CHOCOLATE 80G;1178;ITAMARATY INDUSTRIA E COMERCIO S/A;10000;ALIMENTOS;18000;ALIMENTOS DIVERSOS;209;LOOK;180001;ALIMENTOS DIVERSOS;L;UN;1;50;0,08;19053200.;#WAFFLES# E #WAFERS#;19053200;;13;14;;7,89134E+12;1,78913E+13;;10796;;6108;ITAMARATY WAFER SPANTOOO MORANGO 80G;N;  ;;;;07/08/2024;;;;0;;;N;;N;N;;;;;N;;;;;N;;;;;;;;;;;;
6111;FAMPAR SUPER MOLA FORMAS MAGICAS C/ 12;920;AUDAZ FOODS LTDA;90006;DOCES;17200;BALAS;2000006;MBL DOCES E BRINQUEDOS;17201;DPC;L;DP C/12;1;6;0,168;95030099.;OUTROS BRINQUEDOS DE QUALQUER TIPO;95030099;;13;14;;7,90827E+12;7,90827E+12;;027070106;;5131;FAMPAR SUPER MOLA TRADICIONAL C/ 12;N;  ;;;;26/08/2024;2;;;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
6112;DOCILE MAXMAL RECH TWI PINT LINGUA 135G;668;DOCILE NORDESTE - INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTIC;10000;ALIMENTOS;16500;DOCES DOCILE;196;DOCILE;16504;MAXMALLOWS DOCILE;L;PC;1;20;0,135;17049020.1;BALAS E CARAMELOS;17049020;;13;14;;7,89645E+12;1,78965E+13;;80883;;5143;DOCILE MAXMALLOWS TWIST COLOR 1BAUN 150G;N;  ;;;;19/09/2024;3;;;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
6113;DOCILE GELATINES MINI AMORAS HALLOW 15G ;668;DOCILE NORDESTE - INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTIC;10000;ALIMENTOS;16500;DOCES DOCILE;196;DOCILE;16502;CHICLE DOCILE;L;DP C/12 UN;1;12;0,18;17049020.;BOMBONS,CARAMELOS,CONFEIT.PASTILH.S/ CACAU;17049020;;13;14;;7,89645E+12;1,78965E+13;;80938;;3830;DOCILE CANUD COLOR MOR CITRIC 12PC 15G ;N;  ;;;;19/09/2024;1;;;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
6114;EC DORITOS MOSTARDA 110G;708;PEPSICO DO BRASIL INDUSTRIA E COMERCIO DE ALIMENTOS LTDA;90003;PEPSICO;90007;N�O EXTRUSADOS;22;DORITOS;57;DORITOS;L;UNIDADE;1;17;0,11;19059090.;OUTS.PRODS./PADARIA,PASTELAR.D/INDS.DE BISCS.;19059090;;13;14;;7,89284E+12;1,78928E+13;;300061984;;5918;EC DORITOS QUEIJO NACHO 120G;N;  ;;;;24/09/2024;;0;0;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
